Lap Details,Laptop state,Laptop price
"DELL Latitude E7240, Intel Core i5-4300U, 1.9GHz, 4GB, 256GB SSD",Pre-owned,£298.57
ASUS k56cm LCD screen frame,Pre-owned,£16.25
Dell Latitude Rugged Extreme 7230 Business 12 Laptop Core i5 FHD Touchscreen Y,Excellent - Refurbished,"£1,947.11"
"Dell Latitude E6420, Intel Core i7, 4GB RAM cpu sp 2.70GHZ, 500GB HDD",Pre-owned,£200.02
*3 Years WW* HP Folio 1040 G1 i5-4310U 4GB 120GB SSD W10H HD + Cam,Pre-owned,£135.17
Dell Inspiron 6000 Laptop Pentium M 1.73GHz 1GB RAM No HDD No OS,Parts only,£22.42
"Dell Latitude E6540 A-Ware Core i5-4200M 16Gb 180Gb SSD 15,6 `1920x1080 Cam HDMI",Pre-owned,£268.58
"Dell Latitude 3320 13.3"" Laptop Intel Core i5 1.1 Ghz 16 GB Ram 512 GB HDD",Pre-owned,£532.65
Microsoft Surface Laptop 5 15  Touchscreen Notebook - 2496 x + Microsoft 365 Bun,Brand new,"£1,609.21"
"Dell Latitude 7480 14"" FHD Core i5-7300U 2.60GHz 8GB 250GB M.2 Windows 10 Pro",Pre-owned,£100.00
"Dell E6430 14"" i5 Viento 11 RAM 8GB SSD 240GB HDMI PC Portátil Notebook Dvd-Rom",Refurbished,£251.93
Shop on eBay,Brand New,$20.00
"Dell Latitude 7480 14"" FHD Core i5-7300U 2.60GHz 8GB 250GB M.2 Windows 10 Pro",Pre-owned,£100.00
"Dell E6430 14"" i5 Viento 11 RAM 8GB SSD 240GB HDMI PC Portátil Notebook Dvd-Rom",Refurbished,£251.93
"Notebook Dell E5440 14"" i5 WIN10 4GB 240GB Ordenador Portátil Teclado Ita",Refurbished,£229.61
"HP 255 G5 15.6"" | AMD E2-7110 | Radeon R2 / FAULTY, SPARE PARTS, UNTESTED#844| ",Parts only,£101.80
New listingPC Tablet 12” Touch Rugged IP65 With Docking N5105 RAM 8GB SSD 240GB Wind 10 4G,Brand new,"£1,388.66"
"15 6"""" Laptop Laptops with One Resolution 1920 X 1080 Two",Brand new,£312.70
"New listingLenovo ThinkBook 16 - Intel® Core™ i7 - 40.6cm (16"") - 1920 x 1200 Pixel - 16G",Brand new,£921.82
Dell Vostro 3520 Business 15 15.6 Laptop Core i5 newest 32GB RAM 2000GB SSD g,Excellent - Refurbished,"£1,233.10"
*3 Years WW* HP ProBook 640 G2 i5-6300U 4GB 240GB SSD DRW W10H FHD Cam,Pre-owned,£153.99
"New listingi5 12"""" Touchscreen Rugged IP65 16GB SSD 480GB Windows 11 4G LTE Tablet PC",Brand new,"£1,749.89"
*3Years WW* Dell Latitude 7300 i5-8265U 4GB 120GB SSD W11P FullHD Cam,Pre-owned,£224.14
"HP EliteBook 9470M (14"" HD) Notebook i5 2,80GHz 12GB RAM 128GB SSD Win7+G-Data",Pre-owned,£490.38
*3 Years WW* Lenovo ThinkPad T550 i5-5300U 16GB 500GB W10P Cam,Pre-owned,£183.08
2 in 1 Laptop for Win 11 12 3-Inch Laptop for J4125 Quad Core,Brand new,£329.30
ASUS TP200SA Laptop. Intel Celeron N3050 1.6 GHz 32gb EMMC 4GB RAM Factory Reset,Pre-owned,£80.01
"DELL Latitude E6430 Laptop (i5, 2 GB, No HDD, Failing LCD) - AS IS, READ!",Parts only,£29.99
"New listingHP 15"""" 256GB 16GB PC READ WELL ",Pre-owned,£68.44
*3 Years WW* HP ProBook 450 G3 i7-6500U 4GB 120GB SSD UBUNTU FullHD Cam,Pre-owned,£215.58
Double Screen Laptop 1920x1080 15.6in IPS 1280x800 7in IPS Touch Screen 16GB,Brand new,£306.52 to £392.42
*3Years WW* Dell Latitude E5550 i5-5300U 16GB 1TB SSD UBUNTU Cam,Pre-owned,£196.76
*3 Years WW* HP EliteBook 850 G3 i7-6500U 16GB 500GB W10H FullHD Cam,Pre-owned,£254.08
*3 Years WW* HP ProBook 450 G3 i5-6200U 4GB 1TB SSD W10P FHD Cam,Pre-owned,£230.98
"*3Year WW* Dell Latitude 5480 i5-6300U 8GB 500GB HDD 2.5"" wi10 HDTV Cam",Pre-owned,£144.58
"HP EliteBook 840 G2 (14"" HD+) Notebook i5 2x2.3GHz 16GB 500GB SSD Win10+Bag",Pre-owned,£598.80
*3 Years WFL* Lenovo ThinkPad P51 i7-7820HQ 16GB 480GB SSD W11P M1200 FHD uCam,Pre-owned,£340.49
"Lenovo ThinkPad L470 14"" FHD Notebook Intel i3 2x2.4GHz 16GB 500GB HDD Win10 Memory",Brand new,£684.35
"HP EliteBook 840 G3 (14""FHD) Notebook i5 2x2.4GHz 4GB 120GB SSD Win10+Bag",Pre-owned,£598.80
*3 Years WFL* HP ZBook 15 G4 i7-7820HQ 64GB 480GB SSD W11P M2200 FHD TOUCH Cam,Pre-owned,£538.11
01 DELL LATITUDE E5410 INTEL CORE i5 560M 4GB LAPTOP NOTEBOOK LAPTOP,Parts only,£25.66
Dell LATITUDE 3301 FHD I5-8265U 1.60GHz 1TB SSD 8GB W10P Backlit *READ*,Pre-owned,£157.01
Dell E7470 i7 14” Windows 11 Pro Ordenador Portátil 8GB 240GB Layout USA - PC,Refurbished,£385.25
"New listingCore i7 12"""" Touch Rugged IP65 16GB SSD 480GB Personal Computer Tablet",Brand new,"£2,071.08"
14.1 Inch FHD Laptop Ultra Slim 8GB DDR4 RAM For Celeron J4105 Process AGS,Brand new,£230.50
"Dell Latitude E5450 i5 Laptop PC, 8GB RAM 256GB SSD, Win 10 Webcam, Backlit KYB",Pre-owned,£220.03
"Lenovo ThinkPad L450 i3 5005U 2GHz 4GB 180GB SSD 14"" Win 10 Pro",Pre-owned,£128.32
"Dell E5430 14 "" Core i5 Windows 10 8GB 120GB HDMI PC Laptop Notebook",Refurbished,£193.68
New listingPC Tablet 12” Touch Rugged IP65 With Docking N5105 RAM 8GB SSD 480GB Wind 10 4G,Brand new,"£1,408.77"
*3Years WW* Dell Latitude E5270 i3-6100U 16GB 1TB SSD W10H Cam,Pre-owned,£174.52
"DELL E6430 14"" i5 WIND 10 MEMORY 8GB SSD 240GB HDMI LAPTOP NOTEBOOK DVD-ROM.",Good - Refurbished,£213.18
Dell Latitude E5570 Quad Core i5 2.6GHz 256GB SSD 8GB Windows 11 Pro Camera,Pre-owned,£185.02
New listingPC Tablet 12” Touch Rugged IP65 With Docking N5105 RAM 8GB SSD 2TB Win 11 4G,Brand new,"£1,619.74"
*3Y WW* Dell Latitude E5550 i5-5200U 4GB 500GB W10P HDTV Cam,Pre-owned,£159.98
*3 Years WW* HP EliteBook 850 G3 i7-6500U 16GB 1TB SSD W10P FullHD Cam,Pre-owned,£300.28
Dell Inspiron 5420 14 Laptop Core i7 FHD Windows 10 16GB RAM 512GB SSD 9,Excellent - Refurbished,£649.79
"Dell Latitude E5550 Core i5-5200U 2.2 12 GB NO  HDD,CADDY, AC  *FULLY TETED *#85",Pre-owned,£107.97
Dell Inspiron 14 laptop for parts,Parts only,£39.99
"Roda Notebook 15 "" 38cm 320 GB HDD Windows XP Pcmcia Controllore Firewire RO2",Pre-owned,£245.58
*3 Years WW* Lenovo ThinkPad T470 i5-6300U 16GB 480GB SSD W11H FullHD Cam,Pre-owned,£204.46
Dell Inspiron 3511 15 15.6 Laptop Core i5 FHD newest 64GB RAM 1000GB SSD H,Excellent - Refurbished,£634.14
*3 Years WW* Dell Latitude 7490 i5-7300U 32GB 480GB SSD wi10 FullHD Cam,Pre-owned,£252.37
Wortmann AG Mobile 1524 Intel Core 2 Duo T6670 Windows 10 Pro 320GB HDD 3GB RAM,Pre-owned,£57.43
*3Y WW* Dell Latitude E5470 i3-6100U 4GB 1TB W10P FullHD Cam,Pre-owned,£169.39
"Asus X551 MA, 4 GB RAM, 500 GB HDD",Pre-owned,£280.03
"HP EliteBook 820 G2 i5 5300U 2.3GHz 8GB 256GB SSD 12.5"" Win 7 Pro",Pre-owned,£128.32
*3 Years WW* HP Folio 1040 G1 i5-4310U 8GB 480GB SSD W10H HD+ Cam,Pre-owned,£158.27
*3 Years WW* HP ProBook 650 G2 i5-6200U 8GB 1TB SSD wi10 HDTV Cam,Pre-owned,£199.33
"Dell Inspiron 1545 - Intel Dual Core @ 2.3GHZ, 1GB (722) Bios Boots",Parts only,£38.37
Dell Precision 5480 Workstation 14 Laptop Core i7 FHD 1080P 32GB RAM 5,Excellent - Refurbished,"£1,520.62"
Dell Inspiron 3511 15 15.6 Laptop Core i5 10th Generation 16GB RAM 1000GB SSD 1,Excellent - Refurbished,£530.35
*3 Years WW* HP EliteBook 840 G1 i5-4200U 16GB 240GB SSD W7 HD+ Cam,Pre-owned,£138.59
*3Years WW* Dell Latitude 5480 i5-7300U 8GB 120GB SSD W11H HDTV Cam,Pre-owned,£164.25
*3 Years WW* Lenovo ThinkPad T470 i5-6300U 32GB 1TB SSD W11H FullHD Cam,Pre-owned,£256.65
"ASUS Laptop X553M, Intel Inside, HDMI, USB 3.0, In Black Color - For Parts Only",Parts only,£50.03
*3Years WW* Dell Latitude E5450 i5-5300U 16GB 240GB SSD UBUNTU 830 FullHD Cam,Pre-owned,£183.08
*3 Years WW* Dell Latitude E5450 i5-5200U 16GB 120GB SSD W10H Cam,Pre-owned,£147.15
*3 Years WW* Lenovo ThinkPad T540P i3-4000M 16GB 1TB W10P HDTV Cam,Pre-owned,£177.09
*3 Years WW* HP EliteBook 820 G2 i5-5300U 4GB 240GB SSD W10H Cam,Pre-owned,£124.05
New listingDell 7490 14” i5 8th Layout Italian Computer Portable 16GB 960GB Windows 11 Pro,Refurbished,£543.00
"Dell Latitude 5490 / i5 Laptop / 8GB Memory / SSD Drive / 14.0"""" HD",Pre-owned,£281.46
"14"""" Laptop Pink 8GB Memory 1TB ROM 3K IPS Display Quad Core CPU Magnetic Kam GOD",Brand new,£337.16
Dell Latitude Rugged 5424 Business 14 Laptop Core i3 FHD military 8GB RAM A,Excellent - Refurbished,£812.12
Dell Inspiron 7420 PLUS 14 Laptop Core i7 QHD student 8GB RAM 512GB SSD s,Excellent - Refurbished,£895.29
Dell Latitude 5310 Business 13 13.3 Laptop Core i7 FHD small 16GB RAM 5,Excellent - Refurbished,£630.41
*3 Years WW* Lenovo ThinkPad T460 i5-6300U 8GB 120GB SSD wi10 Cam,Pre-owned,£134.31
Dell Vostro 1440 Laptop Intel Core i3-M380 2.53GHz 4GB RAM 320GB SATA No OS,Pre-owned,£50.01
"Dell Latitude 5490 14"" Notebook (Intel Core i5 8th Gen 1.70GHz 8GB 128GB Win 11)",Pre-owned,£169.98
Shop on eBay,Brand New,$20.00
"Dell Latitude 5470 14"" i5-6440HQ Quad 2.6Ghz 16GB New 500GB NVME Webcam 11Pro",Pre-owned,£214.98
Sony Vaio PCG-7141M Laptop *Faulty for Hobbyists* Condition Acceptable,Parts only,£24.81
"DELL E7470 i7 14"""" WINDOWS 11 PRO LAPTOP 8GB 240GB LAYOUT USA PC.",Good - Refurbished,£354.51
"Dell Inspiron 15- 3521, 8 GB RAM, 240 SSD",Pre-owned,£280.03
"HP 15 - f033wm - 15.6"" - 4GB - 500GB HD - Intel Celeron 2.16 GHz - Win 7",Pre-owned,£377.01
Dell Latitude E5570 No Memory Without Hard Drive Faulty,Parts only,£101.80
*3Years WW* Dell Latitude E6440 i5-4310M 8GB 1TB DRW W7 FullHD uCam,Pre-owned,£148.00
Microsoft Surface Laptop 5 15  Touchscreen Notebook - 2496 x 1664 - Intel Core i,Brand new,"£1,579.21"
Dell Inspiron 7630 16 Laptop Core i7 QHD large 32GB RAM 1000GB SSD 0,Excellent - Refurbished,£854.01
*3 Years WW* HP Folio 1040 G1 i5-4310U 8GB 1TB W7 HD + Cam,Pre-owned,£149.71
Dell Inspiron 5410 14 Laptop Core i7 FHD student 12GB RAM 512GB SSD 6,Excellent - Refurbished,£950.32
*3 Years WW* Dell Latitude 5580 i5-7200U 4GB 480GB SSD wi10 FullHD Cam,Pre-owned,£260.93
Dell Inspiron 3502 15 15.6 Laptop Pentium Silver student 4GB RAM 256GB SSD X,Excellent - Refurbished,£610.32
"DELL 7490 14"""" i5 8th LAYOUT ITA LAPTOP 4GB 120GB WINDOWS 11 PRO PC.",Excellent - Refurbished,£340.14
"FUJITSU E736 14"""" i5 2.8GHz 8GB 256GB PC WINDOWS 11 LAPTOP NOTEBOOK.",Very Good - Refurbished,£239.53
Acer Travelmate P255 / i5-4gen / FAULTY SPARE PARTS SEE DESCRIPTION ##T363,Parts only,£84.69
"Lenovo ThinkPad T480 i5-8350U 8GB 256 SSD 14"" FHD W11Pro A-",Pre-owned,£272.90
14 Inch Laptop Dual Touchscreen Quad Core 16G DDR4 256G SSD 2.2K HD 2.4G 5G ,Brand new,£398.09
HP ProBook 15.6-Inch Like New! i3 Win 10,Pre-owned,£106.94
2-Power SCR0022B ricambio per notebook Display,Brand new,£94.64
"New listingMicrosoft Surface Pro 9 - 33cm (13"") - 2880 x 1920 Pixel - 512GB - 8GB - Wind",Brand new,"£1,581.45"
Dell Latitude 3400 Business 14 Laptop Core i5 8th Gen 8GB RAM 256GB SSD D,Excellent - Refurbished,£357.99
Dell Latitude Rugged 5430 Business 14 Laptop Core i7 FHD toughbook 16GB RAM V,Excellent - Refurbished,"£1,681.14"
Dell Precision 3581 Workstation 15 15.6 Laptop Core i7 FHD 2021 RTX A500 RTX m,Excellent - Refurbished,"£1,277.44"
"New listingCore i7 12"""" Touch Rugged IP65 16GB SSD 960GB Personal Computer Tablet",Brand new,"£2,142.51"
"New listingCore i7 12"""" Touch Rugged IP65 16GB SSD 240GB Personal Computer Tablet",Brand new,"£2,068.40"
"DELL 7490 14"""" i5 8th LAYOUT ITA LAPTOP 8GB 120GB WINDOWS 11 PRO PC-",Excellent - Refurbished,£359.30
Dell Latitude 3410 Business 14 Laptop Core i5 Windows 10 8GB RAM 256GB SSD 5,Excellent - Refurbished,£399.43
"Lenovo 2023 Newest IdeaPad 3 Laptop 14"" FHD Intel Core i3 up to 36GB RAM 1TB SSD",Brand new,£380.03 to £480.05
"HP 6555B AMD Athlon P340 DVD-RW CAME 15.6"" HD FireWire",Pre-owned,£170.24 to £362.73
Tablet 10” Touch Rugged With Docking 16GB SSD 4 TB Windows 11 IP65 PC LTE,Brand new,"£2,167.35"
New listingDell 7490 14” i5 8th Layout Italian Computer Portable 16GB 240GB Windows 11 Pro,Refurbished,£467.66
Dell Precision 3561 Workstation 15 15.6 Laptop Core i7 Windows 10 16GB RAM X,Excellent - Refurbished,"£1,933.68"
*3 Years WW* Dell Latitude 5490 i5-8350U 4GB 120GB SSD wi10 FullHD Cam,Pre-owned,£202.75
*3 Years WW* HP EliteBook 840 G2 i5-5200U 4GB 320GB W10H Cam,Pre-owned,£130.89
"New listingDell 7480 i7 14"""" Windows 10 Pro 16GB 960GB HDMI Layout Ee Laptop",Refurbished,£504.84
*3 Years WW* HP ZBook 15 G4 i7-7820HQ 32GB 120GB SSD W11H M2200 FullHD Cam,Pre-owned,£431.17
"Samsung Chromebook 11.6"" (16GB SSD, Samsung Exynos 5 Dual, 1.7GHz, 2GB RAM)",Pre-owned,£32.00
Gateway GWTN141-1BL Celeron N3350 4GB RAM 64GB eMMC Windows 10 Home,Pre-owned,£65.01
15.6in Laptop 16GB RAM Quad Core 11th Gen N5095 Processor HD Laptop With Fin SD3,Brand new,£273.81
*3 Years WW* HP EliteBook 840 G5 i5-7300U 16GB 240GB SSD W11H FullHD Cam,Pre-owned,£236.12
"Acer Extensa 15 (15.6"" FHD) i3-10110U 2x2.1GHz 8GB 1TB HDD Win10 Notebook",Brand new,£760.43
"i5 10"""" Touch Rugged IP65 Tablet PC Docking 16GB SSD 960GB Windows 11 LTE",Brand new,"£1,601.37"
"Fujitsu LifeBook E733 i5 3230M 2.6GHz 8GB 128GB SSD 13.3"" Win 10 Pro WebCam Tasc",Pre-owned,£128.32
*3 Years WW* Dell Latitude 7280 i5-6200U 4GB 120GB SSD W11H Cam,Pre-owned,£149.71
"Dell Latitude E6440 Intel Core i5 4200M 2.5GHz 8GB 500GB 14"" DVD WLAN Win 7 Prof",Pre-owned,£166.81
Dell Inspiron 3520 15 15.6 Laptop Core i3 FHD 12th Generation 16GB RAM T,Excellent - Refurbished,£360.29
"HP HD Windows 11 14"" Laptop Dual-Core Processor Up to 2.60GHz 4GB RAM 64GB SSD",Pre-owned,£400.04
ACER PACKARD N16C3 ES1-732 ES1-533 ENGLG81 TOUCHPAD NC24611039 TM-P3218-003,Pre-owned,£14.28
Dell Inspiron 3510 15 15.6 Laptop Pentium Silver Windows 10 pro 16GB RAM z,Excellent - Refurbished,£643.19
*3 Years WW* HP EliteBook 840 G1 i5-4300U 4GB 240GB SSD W7 Cam,Pre-owned,£114.64
Dell Inspiron PP19L Laptop 14in 20GB INTEL CORE DUO 1.66GHz NO OS 1GB RAM TESTED,Pre-owned,£69.96
"Lenovo V17 (17.3"" HD+) i3-8145U 3.90GHz 4GB 500GB HDD Win 10 Pro Notebook",Brand new,£731.92
Acer Aspire 5538 Power Button,Pre-owned,£8.55
*3Years WW* Dell Latitude E7240 i5-4310U 8GB 240GB SSD W10H Cam,Pre-owned,£135.17
"HP EliteBook 9470M (14"" HD) Notebook i5 2,80 GHz 4GB RAM 500GB HDD Win10+G-Data",Pre-owned,£490.38
*3 Years WW* HP EliteBook 8560P i7-2620M 4GB 480GB SSD W7 DRW 6470M HD+ Cam,Pre-owned,£182.22
*3Years WW* Dell Latitude E5450 i5-5300U 16GB 1TB SSD W10H Cam,Pre-owned,£184.79
*3Years WW* Dell Latitude E5540 i5-4200U 4GB 1TB UBUNTU FullHD Cam,Pre-owned,£151.42
*3 Years WW* HP EliteBook 850 G2 i7-5600U 4GB 120GB SSD W10P FullHD Cam,Pre-owned,£224.14
*3 Years WW* HP ProBook 450 G3 i5-6200U 8GB 120GB SSD W10P FHD Cam,Pre-owned,£201.04
*3 Years WW* HP EliteBook 850 G2 i7-5600U 8GB 240GB SSD W10P FullHD Cam,Pre-owned,£239.54
*3 Years WW* HP EliteBook 850 G3 i7-6500U 16GB 480GB SSD UBUNTU FullHD Cam,Pre-owned,£257.50
*3Y WFL* Dell Latitude E5440 i5-4310U 8GB 480GB SSD DRW 720M HDTV W7 Cam,Pre-owned,£140.30
"HP EliteBook 840 G2 (14"" HD Notebook i5 2x2,3GHz 16GB RAM 1TB SSD Win10+Tasche",Pre-owned,£614.95
*3 Years WFL* Lenovo ThinkPad P51 i7-7820HQ 16GB 480GB SSD W11H M1200 FHD uCam,Pre-owned,£331.08
"Lenovo ThinkPad L470 14"" FHD Notebook i3 2x2.4GHz 8GB 500GB HDD Win10+G-Data",Brand new,£684.35
"HP EliteBook 840 G3 (14""FHD) Notebook i5 2x2.4GHz 8GB 500GB HDD Win10+G-Data",Pre-owned,£598.80
*3 Years WW* HP ProBook 450 G8 i5-1135G7 32GB 1TB SSD wi10 Iris FullHD Cam,Pre-owned,£521.00
*3 Years WW* HP ProBook 640 G2 i5-6200U 4GB 240GB SSD DRW W10P Cam,Pre-owned,£142.01
"HP EliteBook 820 G2 i5 5300U 2.3GHz 16GB 512GB SSD 12.5"" Win 7 Pro",Pre-owned,£162.54
"Lenovo ChromeBook IdeaPad 3 14"" Laptop Intel Ram 8GB Office Antivirus Warranty",Brand new,£299.42
USB Extension (Left Side) (hp15-ay103dx),Pre-owned,£8.95
Dell Inspiron 5430 14 Laptop Core i7 FHD college 16GB RAM 1000GB SSD D,Excellent - Refurbished,£593.16
(Green)2.5in Cell Phone 1GB RAM 8GB ROM Backup WiFi Multifunction Quad Core 5MP,Brand new,£41.75
"HP 250 G6 (15.6"" HD) Intel N4000 2.6GHz 4GB MEMORY 960GB SSD Win10 Pro+Bag",Brand new,£760.43
Shop on eBay,Brand New,$20.00
Dell Latitude E5430 Intel i3-3120M 2.5GHz 4GB RAM 320GB HDD Win10Pro,Pre-owned,£50.01
"HP (15.6"" HD) Notebook Intel N4000 to 2.6GHz 8GB 1000GB HDD Windows 10 Pro",Brand new,£570.32
Lenovo IdeaPad 3 15IIL05 Notebook i5-1035G1 8GB 512GB SSD Memory ,New (other),£255.79
Lenovo Chromebook N22-80SF Intel 1.6GHz 16GB SSD 4GB RAMz- NON FUNCTIONAL,Parts only,£20.00
*3 Years WW* HP ProBook 450 G8 i5-1135G7 32GB 1TB SSD wi10 Iris FullHD Cam,Pre-owned,£521.00
Laptop HP Pavilion 4-1101sg / i5 - 3rd Gen / FAULTY SPARE PARTS/#327,Parts only,£47.05
"New listingCore i7 12"""" Touch Rugged IP65 16GB SSD 240GB Personal Computer Tablet",Brand new,"£2,068.40"
New listingPC Tablet 12” Touch Rugged IP65 With Docking N5105 RAM 8GB SSD 240GB Wind 10 4G,Brand new,"£1,388.66"
*3 Years WW* HP EliteBook 820 G2 i5-5300U 4GB 1TB W10H Cam,Pre-owned,£131.75
"Dell E5430 14 "" Core i5 Windows 10 4GB 120GB HDMI PC Laptop Notebook",Refurbished,£174.07
Notebook Dell E5470 i5 14” 8GB 256GB M.2 Win 10 PC Laptop Business,Refurbished,£273.31
Dell Inspiron 1100 15'' Notebook - Parts/Repair AS IS,Parts only,£12.71
"Dell Inspiron 5537 15.6"" HD Touchscreen Laptop i7-4500U 1.8GHz 500GB HD 8GB RAM",Pre-owned,£174.97
HP Core i3 6-Core 4.4GHz 17.3 32GB Memory 1TB SSD Intel UHD Win 10 Pro Notebook,Brand new,£487.55
"SAMSUNG 11.6"" XE503C12 INTEL CELERON N4020 1.10GHz 32GB 4GB CHROME OS",Pre-owned,£50.00
"DELL E7470 i7 14"""" WINDOWS 11 PRO LAPTOP 8GB 120GB LAYOUT USA PC.",Good - Refurbished,£330.55
"Dell Inspiron 15. AMD A6, 1 TB HDD, 4 GB RAM. TOUCHSCREEN",Pre-owned,£225.03
Dell Inspiron 5410 14 Laptop Core i7 FHD 2021 64GB RAM 2000GB SSD r,Excellent - Refurbished,"£1,266.56"
Lenovo ThinkBook 15 G4 ABA Notebook AMD Ryzen 5 5625U 16GB Memory 512GB SSD,Excellent - Refurbished,£556.06
"New listing12"""" Touches Rugged IP65 N5105 8GB SSD 480GB Windows 11 Pro 4G LTE Tablet PC",Brand new,"£1,287.37"
"Dell Latitude E5470 Intel Core i5 6300U 2.4GHz 4GB 128GB SSD 14.1"" Win 10 Pro",Pre-owned,£115.48
*3 Years WW* Dell Latitude 5580 i5-7200U 4GB 240GB SSD W11H FullHD Cam,Pre-owned,£266.06
*3Years WW* Dell Latitude E7240 i5-4310U 16GB 240GB SSD W10H Cam,Pre-owned,£148.86
*3 Years WW* HP EliteBook 840 G1 i5-4200U 4GB 120GB SSD W10H Cam,Pre-owned,£118.06
*3Years WW* Dell Latitude E5470 i3-6100U 16GB 240GB SSD W11P FullHD Cam,Pre-owned,£178.80
Prostar D27ES Laptop NoteBook Computer - Missing Parts - Bad LCD - AS IS,Parts only,£82.51
*3 Years WW* HP EliteBook 850 G3 i5-6300U 16GB 480GB SSD W10H M365X FHD Cam,Pre-owned,£241.25
"DELL Latitude 7490, Intel Core i5-8350U, 1.7GHz, 8GB, 256GB",Pre-owned,£426.89
DELL 5414 Latitude Rugged Notebook Core i5-6300U 16GB 480GB SSD LTE/WWAN,Pre-owned,"£1,479.15"
"Acer 15 (15.6"" FHD) i3 Notebook 2x2.1GHz 8GB 128GB SSD+1TB HDD Win10+G-Data",Brand new,£598.80
*3 Years WW* HP EliteBook 840 G1 i5-4200U 16GB 480GB SSD W10H Cam,Pre-owned,£153.99
PC Tablet i7 10” Touch Rugged IP65 With Docking 16GB SSD 120GB Windows 11 LTE,Brand new,"£1,862.72"
"Lenovo V15 15.6"" FHD Notebook Intel i5-1035G1 4x1.0GHz 16GB 1000GB SSD Win10",Brand new,£817.47
Dell Latitude 7440 Business 14 Laptop Core i7 FHD computer 32GB RAM 4,Excellent - Refurbished,"£1,328.09"
"Dell Celeron N-2840 2.16GHz 4GB RAM No HDD 11.6""Touch - ** FOR PARTS",Parts only,£50.01
Dell Inspiron 14 Série 3000 3442 P53G Ventilateur Et Dissipateur,Pre-owned,£8.55
GPD New Original Protection for GPD WIN Max 2 11 Mini Laptop,Brand new,£25.56
"Dell Inspiron E1505 15.4"" Notebook (Intel Centrino Duo) - Parts/Repair AS IS",Parts only,£16.11
"DELL 7490 14"""" i5 8th LAYOUT ITA LAPTOP 4GB 120GB WINDOWS 10 PRO PC.",Excellent - Refurbished,£340.14
MICROSOFT Surface Laptop 5 Model 1979 i7-1265U 16GB 512GB SSD W11P AZERTY RIQ,New (other),"£1,457.98"
Dell Inspiron 3511 15 15.6 Laptop Core i3 FHD Windows 10 16GB RAM 2000GB HDD Q,Excellent - Refurbished,£491.68
Dell Latitude 3400 Business 14 Laptop Core i3 8th Generation 4GB RAM r,Excellent - Refurbished,£357.99
(16+512G EU Male)15 6-Inch Laptop 100-240V Mini Laptop with Large,Brand new,£279.56
Dell Latitude Rugged 5420 Business 14 Laptop Core i5 FHD tough 8GB RAM 9,Excellent - Refurbished,£878.02
Dell Inspiron 3501 15 15.6 Laptop Core i5 10th Generation 8GB RAM 256GB SSD V,Excellent - Refurbished,£491.68
Dell Inspiron 14 Serie 3000 3442 P53G Tarjeta USB SD Con Flat,Pre-owned,£11.12
*3 Years WFL* Dell Latitude 7280 i5-6200U 16GB 240GB SSD UBUNTU Cam,Pre-owned,£167.68
"Acer Extensa 15 (15.6"" FHD) i3-10110U 2x2.1GHz 8GB 500GB SSD Win10 Notebook",Brand new,£760.43
Samsung Intel Core I3 Laptop For Parts Computer Azerty,Parts only,£32.42
*3 Years WW* HP EliteBook 840 G3 i5-6300U 4GB 1TB SSD UBUNTU FullHD Cam,Pre-owned,£179.65
"Panasonic Toughbook CF-19 MK7, Core i5-3340M 2.7GHz, 4GB, 250GB SSD, Win10Pro",Pre-owned,£443.30
New listingLenovo IdeaPad Flex 5 - AMD Ryzen 5 - 2GHz - 40.6cm (16''') (82XY003WGE),Brand new,£882.02
*3 Years WW* HP EliteBook 840 G2 i5-5200U 16GB 120GB SSD W10P Cam,Pre-owned,£161.69
Dell Latitude 7410 Business 14 Laptop Core i7 10th Gen 16GB RAM 512GB SSD n,Excellent - Refurbished,£463.38
"New listingDell 7480 i7 14"""" Windows 10 Pro 16GB 960GB HDMI Layout Ee Laptop",Refurbished,£504.84
"Lenovo ThinkPad E565 15.6"" Laptop AMD A6-8500P 1.6 GHz 8GB  256GB SSD Win 10 Pro",Pre-owned,£150.01
Dell Latitude 7440 Business 14 Laptop Core i5 FHD 2023 8GB RAM 256GB SSD J,Excellent - Refurbished,£974.36
Tablet 10” Touch Rugged 16GB SSD 240GB Windows 10 Pro Touchscreen IP65 PC LTE,Brand new,"£1,097.91"
"i5 10"""" Touch Rugged IP65 Tablet PC Docking 16GB SSD 960GB Windows 11 LTE",Brand new,"£1,601.37"
Dell Inspiron 3501 15 15.6 Laptop Core i5 Windows 11 32GB RAM 512GB SSD v,Excellent - Refurbished,£587.90
*3 Years WW* Dell Latitude E7270 i5-6300U 16GB 240GB SSD W10H Cam,Pre-owned,£165.11
Dell Precision 3550 Workstation 15 15.6 Laptop Core i7 computer P520 8GB RAM 1,Excellent - Refurbished,£700.37
Hp Pavillion Dv4000 Parts Laptop 1.7Ghz No Hard Drive,Parts only,£30.00
"Windows 10 Rugged Tablet 10,1Zoll Touchscreen, 4GB RAM, 128GB SSD Festplatte",Pre-owned,£555.46
Dell E7470 i7 14” Windows 11 Pro Ordinateur Portable 4GB 240GB Layout USA - PC,Pre-owned,£362.64
2-Power SCR0022B ricambio per notebook Display,Brand new,£94.64
"Fujitsu LifeBook E733 i5 3230M 2.6GHz 8GB 128GB SSD 13.3"" Win 7 Pro WebCam Pocket",Pre-owned,£128.32
